name,id,nametype,recclass,mass,fall,GeoLocation,year,Country,Continent
M神ssing,15443,Valid,Stony,1600,Fell,"(48.133330, 12.616670)",1803,Germany,EU
Apt,2320,Valid,Stony,3200,Fell,"(43.866670, 5.383330)",1803,France,EU
L'Aigle,12434,Valid,Stony,37000,Fell,"(48.766670, 0.633330)",1803,France,EU
Bocas,5093,Valid,Stony,56,Fell,"(23.000000, -102.000000)",1804,Mexico,NA
Darmstadt,6603,Valid,Stony,100,Fell,"(49.866670, 8.650000)",1804,Germany,EU
High Possil,11884,Valid,Stony,4500,Fell,"(55.900000, -4.233330)",1804,United Kingdom,EU
Asco,2345,Valid,Stony,41,Fell,"(42.450000, 9.033330)",1805,France,EU
Doroninsk,7718,Valid,Stony,3891,Fell,"(51.200000, 112.300000)",1805,Russia,EU
Alais,448,Valid,Stony,6000,Fell,"(44.116670, 4.083330)",1806,France,EU
Timochin,24004,Valid,Stony,65500,Fell,"(54.500000, 35.200000)",1807,Russia,EU
Weston,24249,Valid,Stony,150000,Fell,"(41.266667, -73.266667)",1807,United States,NA
Moradabad,16740,Valid,Stony,70,Fell,"(28.783330, 78.833330)",1808,India,AS
Borgo San Donino,5110,Valid,Stony,1676,Fell,"(44.866670, 10.050000)",1808,Italy,EU
Kikino,12306,Valid,Stony,195,Fell,"(55.000000, 34.000000)",1809,Russia,EU
Caswell County,5296,Valid,Stony,1360,Fell,"(36.500000, -79.250000)",1810,United States,NA
Mooresfort,16737,Valid,Stony,3520,Fell,"(52.450000, -8.333330)",1810,Ireland,EU
Charsonville,5329,Valid,Stony,27000,Fell,"(47.933330, 1.566670)",1810,France,EU
Punganaru,18902,Valid,Stony,100,Fell,"(13.333330, 78.950000)",1811,India,AS
Berlanguillas,5029,Valid,Stony,1440,Fell,"(41.683330, -3.800000)",1811,Spain,EU
Kuleschovka,12370,Valid,Stony,6000,Fell,"(50.750000, 33.500000)",1811,Ukraine,EU
Borodino,5114,Valid,Stony,500,Fell,"(55.466670, 35.866670)",1812,Russia,EU
Toulouse,24036,Valid,Stony,1030,Fell,"(43.600000, 1.400000)",1812,France,EU
Erxleben,10049,Valid,Stony,2250,Fell,"(52.216670, 11.250000)",1812,Germany,EU
Chantonnay,5325,Valid,Stony,31500,Fell,"(46.683330, 1.050000)",1812,France,EU
Luotolax,14756,Valid,Stony,885,Fell,"(61.200000, 27.700000)",1813,Finland,EU
Limerick,14652,Valid,Stony,50000,Fell,"(52.566670, -8.783330)",1813,Ireland,EU
Chail,5314,Valid,Stony,0.5,Fell,"(25.366670, 81.666670)",1814,India,AS
Gurram Konda,11464,Valid,Stony,28,Fell,"(13.783330, 78.566670)",1814,India,AS
Bachmut,4917,Valid,Stony,18000,Fell,"(48.600000, 38.000000)",1814,Ukraine,EU
Agen,392,Valid,Stony,30000,Fell,"(44.216670, 0.616670)",1814,France,EU
Chassigny,5331,Valid,Stony,4000,Fell,"(47.716670, 5.366670)",1815,France,EU
Durala,7750,Valid,Stony,13200,Fell,"(30.300000, 76.633330)",1815,India,AS
Hachi-oji,11468,Valid,Stony,0.2,Fell,"(35.650000, 139.333330)",1817,Japan,AS
Slobodka,23645,Valid,Stony,2750,Fell,"(55.000000, 35.000000)",1818,Russia,EU
Zaborzika,30379,Valid,Stony,3867,Fell,"(50.283330, 27.683330)",1818,Ukraine,EU
Seres,23501,Valid,Stony,8500,Fell,"(41.050000, 23.566670)",1818,Greece,EU
Pohlitz,18853,Valid,Stony,3000,Fell,"(50.933330, 12.133330)",1819,Germany,EU
Jonzac,12202,Valid,Stony,5000,Fell,"(45.433330, -0.450000)",1819,France,EU
Lixna,14670,Valid,Stony,5213,Fell,"(56.000000, 26.433330)",1820,Latvia,EU
Juvinas,12214,Valid,Stony,91000,Fell,"(44.716670, 4.300000)",1821,France,EU
Kadonah,12221,Valid,Stony,89,Fell,"(27.083330, 78.333330)",1822,India,AS
Umbala,24112,Valid,Stony,100,Fell,"(30.333330, 76.333330)",1822,India,AS
神pinal,10041,Valid,Stony,277,Fell,"(48.183330, 6.466670)",1822,France,EU
Futtehpur,10839,Valid,Stony,4000,Fell,"(25.950000, 80.816670)",1822,India,AS
Botschetschki,5117,Valid,Stony,614,Fell,"(51.333330, 33.883330)",1823,Ukraine,EU
Nobleborough,16984,Valid,Stony,2300,Fell,"(44.083330, -69.483330)",1823,United States,NA
Renazzo,22586,Valid,Stony,1000,Fell,"(44.766670, 11.283330)",1824,Italy,EU
Tounkin,24037,Valid,Stony,2000,Fell,"(51.733330, 102.533330)",1824,Russia,EU
Honolulu,11904,Valid,Stony,2420,Fell,"(21.300000, -157.866670)",1825,United States,NA
Nanjemoy,16904,Valid,Stony,7500,Fell,"(38.416670, -77.166670)",1825,United States,NA
Mineo,16696,Valid,Stony-Iron,42,Fell,"(37.283330, 14.700000)",1826,Italy,EU
Galapian,10846,Valid,Stony,132.7,Fell,"(44.300000, 0.400000)",1826,France,EU
Pavlograd,18176,Valid,Stony,40000,Fell,"(48.533330, 35.983330)",1826,Ukraine,EU
Mhow,16629,Valid,Stony,350,Fell,"(25.900000, 83.616670)",1827,India,AS
Drake Creek,7728,Valid,Stony,5000,Fell,"(36.400000, -86.500000)",1827,United States,NA
Richmond,22603,Valid,Stony,1800,Fell,"(37.466670, -77.500000)",1828,United States,NA
Deal,6634,Valid,Stony,28,Fell,"(40.250000, -74.000000)",1829,United States,NA
Krasnoi-Ugol,12355,Valid,Stony,2440,Fell,"(54.033330, 40.900000)",1829,Russia,EU
Forsyth,10164,Valid,Stony,16300,Fell,"(33.016670, -83.966670)",1829,United States,NA
Perth,18797,Valid,Stony,2,Fell,"(56.400000, -3.433330)",1830,United Kingdom,EU
Vouill姓,24191,Valid,Stony,20000,Fell,"(46.633330, 0.166670)",1831,France,EU
Charwallas,5330,Valid,Stony,12000,Fell,"(29.483330, 75.500000)",1834,India,AS
Okniny,18002,Valid,Stony,12000,Fell,"(50.833330, 25.500000)",1834,Ukraine,EU
Aldsworth,461,Valid,Stony,700,Fell,"(51.783330, -1.783330)",1835,United Kingdom,EU
Charlotte,5328,Valid,Iron,4300,Fell,"(36.166670, -87.333330)",1835,United States,NA
Aubres,4893,Valid,Stony,800,Fell,"(44.383330, 5.166670)",1836,France,EU
Mascombes,15438,Valid,Stony,1000,Fell,"(45.366670, 1.866670)",1836,France,EU
Macau,15370,Valid,Stony,1500,Fell,"(-5.200000, -36.666670)",1836,Brazil,SA
Esnandes,10051,Valid,Stony,1500,Fell,"(46.250000, -1.100000)",1837,France,EU
Gross-Divina,11207,Valid,Stony,10500,Fell,"(49.266670, 18.716670)",1837,Slovakia,EU
Yonozu,30366,Valid,Stony,31650,Fell,"(37.750000, 139.000000)",1837,Japan,AS
Kaee,12222,Valid,Stony,230,Fell,"(27.250000, 79.966670)",1838,India,AS
Montlivault,16729,Valid,Stony,500,Fell,"(47.633330, 1.583330)",1838,France,EU
Akbarpur,427,Valid,Stony,1800,Fell,"(29.716670, 77.950000)",1838,India,AS
Cold Bokkeveld,5397,Valid,Stony,5200,Fell,"(-33.133330, 19.383330)",1838,South Africa,AF
Chandakapur,5320,Valid,Stony,8800,Fell,"(20.266670, 76.016670)",1838,India,AS
Little Piney,14664,Valid,Stony,491,Fell,"(37.916670, -92.083330)",1839,United States,NA
Karakol,12256,Valid,Stony,3000,Fell,"(47.216670, 81.016670)",1840,Kazakhstan,AS
Cereseto,5308,Valid,Stony,6460,Fell,"(45.083330, 8.300000)",1840,Italy,EU
St. Christophe-la-Chartreuse,23082,Valid,Stony,5500,Fell,"(46.950000, -1.500000)",1841,France,EU
Ch世teau-Renard,5332,Valid,Stony,30000,Fell,"(47.933330, 2.916670)",1841,France,EU
Aumieres,4900,Valid,Stony,2000,Fell,"(44.333330, 3.233330)",1842,France,EU
Barea,4946,Valid,Stony-Iron,3200,Fell,"(42.383330, -2.500000)",1842,Spain,EU
Milena,16640,Valid,Stony,10000,Fell,"(46.183330, 16.100000)",1842,Croatia,EU
Manegaon,15403,Valid,Stony,50,Fell,"(20.966670, 76.100000)",1843,India,AS
Klein-Wenden,12332,Valid,Stony,3250,Fell,"(51.600000, 10.800000)",1843,Germany,EU
Bishopville,5059,Valid,Stony,6000,Fell,"(34.166670, -80.283330)",1843,United States,NA
Verkhne Tschirskaia,24165,Valid,Stony,8000,Fell,"(48.416670, 43.200000)",1843,Russia,EU
Killeter,12309,Valid,Stony,140,Fell,"(54.666670, -7.666670)",1844,United Kingdom,EU
Cosina,5451,Valid,Stony,1200,Fell,"(21.166670, -100.866670)",1844,Mexico,NA
Favars,10078,Valid,Stony,1500,Fell,"(44.383330, 2.816670)",1844,France,EU
Le Teilleul,12749,Valid,Stony,780,Fell,"(48.533330, -0.866670)",1845,France,EU
Le Pressoir,12748,Valid,Stony,3000,Fell,"(47.166670, 0.433330)",1845,France,EU
Cape Girardeau,5260,Valid,Stony,2300,Fell,"(37.266670, -89.583330)",1846,United States,NA
Monte Milone,16726,Valid,Stony,3130,Fell,"(43.266670, 13.350000)",1846,Italy,EU
Sch神nenberg,23460,Valid,Stony,8000,Fell,"(48.116670, 10.466670)",1846,Germany,EU
Marion (Iowa),15424,Valid,Stony,28400,Fell,"(41.900000, -91.600000)",1847,United States,NA
Castine,5293,Valid,Stony,94,Fell,"(44.383330, -68.750000)",1848,United States,NA
Ski,23621,Valid,Stony,850,Fell,"(59.733330, 10.866670)",1848,Norway,EU
Dharwar,6699,Valid,Stony,1800,Fell,"(14.883330, 75.600000)",1848,India,AS
Marmande,15429,Valid,Stony,3000,Fell,"(44.500000, 0.150000)",1848,France,EU
Monroe,16720,Valid,Stony,8600,Fell,"(35.250000, -80.500000)",1849,United States,NA
Shalka,23521,Valid,Stony,4000,Fell,"(23.100000, 87.300000)",1850,India,AS
Kesen,12286,Valid,Stony,135000,Fell,"(38.983330, 141.616670)",1850,Japan,AS
Quincay,22363,Valid,Stony,65,Fell,"(46.600000, 0.250000)",1851,France,EU
G神tersloh,11466,Valid,Stony,1000,Fell,"(51.916670, 8.383330)",1851,Germany,EU
Nulles,17959,Valid,Stony,5000,Fell,"(41.633330, 0.750000)",1851,Spain,EU
Bustee,5181,Valid,Stony,1500,Fell,"(26.783330, 82.833330)",1852,India,AS
Borkut,5113,Valid,Stony,7000,Fell,"(48.150000, 24.283330)",1852,Ukraine,EU
Yatoor,30358,Valid,Stony,13600,Fell,"(14.300000, 79.766670)",1852,India,AS
Mez神-Madaras,16628,Valid,Stony,22700,Fell,"(46.500000, 25.733330)",1852,Romania,EU
Duruma,7752,Valid,Stony,577,Fell,"(-4.000000, 39.500000)",1853,Kenya,AF
Segowlie,23476,Valid,Stony,6930,Fell,"(26.750000, 84.783330)",1853,India,AS
Girgenti,10917,Valid,Stony,18000,Fell,"(37.316670, 13.566670)",1853,Italy,EU
Linum,14655,Valid,Stony,1862,Fell,"(52.750000, 12.900000)",1854,Germany,EU
Avilez,4907,Valid,Stony,146,Fell,"(25.000000, -103.500000)",1855,Mexico,NA
St. Denis Westrem,23083,Valid,Stony,700,Fell,"(51.050000, 3.750000)",1855,Belgium,EU
Sabetmahet,22792,Valid,Stony,1250,Fell,"(27.433330, 82.083330)",1855,India,AS
Petersburg,18801,Valid,Stony,1800,Fell,"(35.300000, -86.633330)",1855,United States,NA
Oesel,17989,Valid,Stony,6000,Fell,"(58.500000, 23.000000)",1855,Estonia,EU
Bremerv神rde,5135,Valid,Stony,7250,Fell,"(53.400000, 9.100000)",1855,Germany,EU
Oviedo,18058,Valid,Stony,205,Fell,"(43.400000, -5.866670)",1856,Spain,EU
Trenzano,24046,Valid,Stony,11800,Fell,"(45.466670, 10.000000)",1856,Italy,EU
Les Ormes,12769,Valid,Stony,125,Fell,"(48.350000, 3.250000)",1857,France,EU
Heredia,11875,Valid,Stony,1000,Fell,"(10.000000, -84.100000)",1857,Costa Rica,NA
Stavropol,23717,Valid,Stony,1500,Fell,"(45.050000, 41.983330)",1857,Russia,EU
Kaba,12218,Valid,Stony,3000,Fell,"(47.350000, 21.300000)",1857,Hungary,EU
Ohaba,17995,Valid,Stony,16250,Fell,"(46.066670, 23.583330)",1857,Romania,EU
Parnallee,18108,Valid,Stony,77600,Fell,"(9.233330, 78.350000)",1857,India,AS
Zmenj,30411,Valid,Stony,246,Fell,"(51.833330, 26.833330)",1858,Belarus,EU
Kakowa,12231,Valid,Stony,577,Fell,"(45.133330, 21.666670)",1858,Romania,EU
Ausson,4903,Valid,Stony,50000,Fell,"(43.083330, 0.583330)",1858,France,EU
Molina,16715,Valid,Stony,144000,Fell,"(38.116670, -1.166670)",1858,Spain,EU
Bethlehem,5032,Valid,Stony,13.9,Fell,"(42.533330, -73.833330)",1859,United States,NA
Harrison County,11842,Valid,Stony,680,Fell,"(38.250000, -86.166670)",1859,United States,NA
Beuste,5034,Valid,Stony,2000,Fell,"(43.216670, -0.233330)",1859,France,EU
Pampanga,18093,Valid,Stony,10500,Fell,"(15.083330, 120.700000)",1859,Philippines,AS
Kusiali,12382,Valid,Stony,5,Fell,"(29.683330, 78.383330)",1860,India,AS
Sologne,23663,Valid,Stony,54,Fell,"(47.366670, 1.733330)",1860,France,EU
Kheragur,12294,Valid,Stony,450,Fell,"(26.950000, 77.883330)",1860,India,AS
Alessandria,463,Valid,Stony,908,Fell,"(44.883330, 8.750000)",1860,Italy,EU
Dhurmsala,7640,Valid,Stony,32000,Fell,"(32.233330, 76.466670)",1860,India,AS
New Concord,16953,Valid,Stony,230000,Fell,"(40.000000, -81.766670)",1860,United States,NA
Meerut,15469,Valid,Stony,22,Fell,"(29.016670, 77.800000)",1861,India,AS
Ca棲ellas,5251,Valid,Stony,945,Fell,"(41.250000, 1.666670)",1861,Spain,EU
Grosnaja,11206,Valid,Stony,3500,Fell,"(43.666670, 45.383330)",1861,Russia,EU
Butsura,5183,Valid,Stony,29000,Fell,"(27.083330, 84.083330)",1861,India,AS
Sevilla,23508,Valid,Stony,180,Fell,"(37.416670, -6.000000)",1862,Spain,EU
Menow,15485,Valid,Stony,10500,Fell,"(53.183330, 13.150000)",1862,Germany,EU
Pulsora,18899,Valid,Stony,560,Fell,"(23.366670, 75.183330)",1863,India,AS
Manbhoom,15402,Valid,Stony,1700,Fell,"(23.050000, 86.700000)",1863,India,AS
Shytal,23584,Valid,Stony,3200,Fell,"(24.333330, 90.166670)",1863,Bangladesh,AS
Buschhof,5178,Valid,Stony,5000,Fell,"(46.450000, 25.783330)",1863,Romania,EU
Tourinnes-la-Grosse,24038,Valid,Stony,14500,Fell,"(50.783330, 4.766670)",1863,Belgium,EU
Pillistfer,18822,Valid,Stony,23250,Fell,"(58.666670, 25.733330)",1863,Estonia,EU
Dolgovoli,7659,Valid,Stony,1600,Fell,"(50.750000, 25.300000)",1864,Ukraine,EU
Nerft,16945,Valid,Stony,10250,Fell,"(56.500000, 21.500000)",1864,Latvia,EU
Orgueil,18026,Valid,Stony,14000,Fell,"(43.883330, 1.383330)",1864,France,EU
Vernon County,24168,Valid,Stony,1500,Fell,"(43.500000, -91.166670)",1865,United States,NA
Gopalpur,10948,Valid,Stony,1600,Fell,"(24.233330, 89.050000)",1865,Bangladesh,AS
Dundrum,7745,Valid,Stony,2270,Fell,"(52.550000, -8.033330)",1865,Ireland,EU
Muddoor,16841,Valid,Stony,4400,Fell,"(12.633330, 77.016670)",1865,India,AS
Shergotty,23530,Valid,Stony,5000,Fell,"(24.550000, 84.833330)",1865,India,AS
Supuhee,23760,Valid,Stony,7235,Fell,"(26.716670, 84.216670)",1865,India,AS
Aumale,4899,Valid,Stony,50000,Fell,"(36.166670, 3.666670)",1865,Algeria,AF
Jamkheir,12072,Valid,Stony,22,Fell,"(18.750000, 75.333330)",1866,India,AS
Pokhra,18858,Valid,Stony,350,Fell,"(26.716670, 82.666670)",1866,India,AS
Udipi,24104,Valid,Stony,3600,Fell,"(13.483330, 74.783330)",1866,India,AS
St. Mesmin,23092,Valid,Stony,8300,Fell,"(48.450000, 3.933330)",1866,France,EU
Sone,23667,Valid,Stony,17100,Fell,"(35.166670, 135.333330)",1866,Japan,AS
Cangas de Onis,5252,Valid,Stony,34000,Fell,"(43.383330, -5.150000)",1866,Spain,EU
Knyahinya,12335,Valid,Stony,500000,Fell,"(48.900000, 22.400000)",1866,Slovakia,EU
Khetri,12296,Valid,Stony,100,Fell,"(28.016670, 75.816670)",1867,India,AS
Otomi,18045,Valid,Stony,6510,Fell,"(38.400000, 140.350000)",1867,Japan,AS
Tadjera,23778,Valid,Stony,9000,Fell,"(36.183330, 5.416670)",1867,Algeria,AF
Pnompehn,18851,Valid,Stony,96,Fell,"(11.583330, 104.916670)",1868,Cambodia,AS
Frankfort (stone),10177,Valid,Stony,650,Fell,"(34.483330, -87.833330)",1868,United States,NA
Lodran,14675,Valid,Stony,1000,Fell,"(29.533330, 71.800000)",1868,Pakistan,AS
Daniel's Kuil,5513,Valid,Stony,1064,Fell,"(-28.200000, 24.566670)",1868,South Africa,AF
Moti-ka-nagla,16759,Valid,Stony,1500,Fell,"(26.833330, 77.333330)",1868,India,AS
Slavetic,23626,Valid,Stony,1708,Fell,"(45.683330, 15.600000)",1868,Croatia,EU
Danville,5514,Valid,Stony,2000,Fell,"(34.400000, -87.066670)",1868,United States,NA
Sauguis,23188,Valid,Stony,4000,Fell,"(43.150000, -0.850000)",1868,France,EU
Ornans,18030,Valid,Stony,6000,Fell,"(47.116670, 6.150000)",1868,France,EU
Motta di Conti,16762,Valid,Stony,9150,Fell,"(45.200000, 8.500000)",1868,Italy,EU
Pultusk,18901,Valid,Stony,250000,Fell,"(52.766670, 21.266670)",1868,Poland,EU
Yorktown (New York),30370,Valid,Stony,250,Fell,"(41.283330, -73.816670)",1869,United States,NA
Lumpkin,14753,Valid,Stony,340,Fell,"(32.033330, -84.766670)",1869,United States,NA
Angra dos Reis (stone),2302,Valid,Stony,1500,Fell,"(-22.966670, -44.316670)",1869,Brazil,SA
Kr神henberg,12353,Valid,Stony,16500,Fell,"(49.326940, 7.464720)",1869,Germany,EU
Hessle,11878,Valid,Stony,20000,Fell,"(59.850000, 17.666670)",1869,Sweden,EU
Tjabe,24011,Valid,Stony,20000,Fell,"(-7.083330, 111.533330)",1869,Indonesia,AS
Kernouve,12284,Valid,Stony,80000,Fell,"(48.116670, -3.083330)",1869,France,EU
Ibbenb神ren,11992,Valid,Stony,2000,Fell,"(52.283330, 7.700000)",1870,Germany,EU
Nedagolla,16935,Valid,Iron,4500,Fell,"(18.683330, 83.483330)",1870,India,AS
Cabezo de Mayo,5185,Valid,Stony,25000,Fell,"(37.983330, -1.166670)",1870,Spain,EU
Roda,22641,Valid,Stony,400,Fell,"(42.300000, 0.550000)",1871,Spain,EU
Laborel,12408,Valid,Stony,3833,Fell,"(44.283330, 5.583330)",1871,France,EU
Searsmont,23472,Valid,Stony,5400,Fell,"(44.366670, -69.200000)",1871,United States,NA
Bandong,4935,Valid,Stony,11500,Fell,"(-6.916670, 107.600000)",1871,Indonesia,AS
Dyalpur,7757,Valid,Stony,300,Fell,"(26.250000, 82.000000)",1872,India,AS
Orvinio,18034,Valid,Stony,3400,Fell,"(42.133330, 12.933330)",1872,Italy,EU
Tennasilm,23898,Valid,Stony,28500,Fell,"(58.033330, 26.950000)",1872,Estonia,EU
Lanc姓,12455,Valid,Stony,51700,Fell,"(47.700000, 1.066670)",1872,France,EU
Santa Barbara,23161,Valid,Stony,400,Fell,"(-29.200000, -51.866670)",1873,Brazil,SA
Aleppo,462,Valid,Stony,3200,Fell,"(36.233330, 37.133330)",1873,Syria,AS
Virba,24185,Valid,Stony,3600,Fell,"(43.533330, 22.633330)",1873,Bulgaria,EU
Jhung,12085,Valid,Stony,5900,Fell,"(31.300000, 72.383330)",1873,Pakistan,AS
Khairpur,12288,Valid,Stony,13600,Fell,"(29.533330, 72.300000)",1873,Pakistan,AS
Kerilis,12282,Valid,Stony,5000,Fell,"(48.400000, -3.300000)",1874,France,EU
Castalia,5291,Valid,Stony,7300,Fell,"(36.083330, -78.066670)",1874,United States,NA
Sevrukovo,23509,Valid,Stony,101000,Fell,"(50.616670, 36.600000)",1874,Russia,EU
Nagaria,16892,Valid,Stony,20,Fell,"(26.983330, 78.216670)",1875,India,AS
Feid Chair,10080,Valid,Stony,380,Fell,"(36.883330, 8.450000)",1875,Algeria,AF
Zsadany,30413,Valid,Stony,552,Fell,"(46.933330, 21.500000)",1875,Hungary,EU
Mornans,16747,Valid,Stony,1300,Fell,"(44.600000, 5.133330)",1875,France,EU
Sitathali,23616,Valid,Stony,1600,Fell,"(20.916670, 82.583330)",1875,India,AS
Homestead,11901,Valid,Stony,230000,Fell,"(41.800000, -91.866670)",1875,United States,NA
Rochester,22637,Valid,Stony,340,Fell,"(41.083330, -86.283330)",1876,United States,NA
Judesegeri,12207,Valid,Stony,680,Fell,"(12.850000, 76.800000)",1876,India,AS
Vavilovka,24154,Valid,Stony,1932,Fell,"(46.150000, 32.833330)",1876,Ukraine,EU
Rowton,22773,Valid,Iron,3500,Fell,"(52.766670, -2.516670)",1876,United Kingdom,EU
St神lldalen,23712,Valid,Stony,34000,Fell,"(59.933330, 14.950000)",1876,Sweden,EU
Bhagur,5037,Valid,Stony,18,Fell,"(20.883330, 74.833330)",1877,India,AS
Jodzie,12173,Valid,Stony,30,Fell,"(55.700000, 24.400000)",1877,Lithuania,EU
Hungen,11986,Valid,Stony,112,Fell,"(50.300000, 8.916670)",1877,Germany,EU
Warrenton,24215,Valid,Stony,1600,Fell,"(38.683330, -91.150000)",1877,United States,NA
Cronstad,5474,Valid,Stony,3650,Fell,"(-27.700000, 27.300000)",1877,South Africa,AF
Cynthiana,5500,Valid,Stony,6000,Fell,"(38.400000, -84.250000)",1877,United States,NA
Soko-Banja,23661,Valid,Stony,80000,Fell,"(43.666670, 21.866670)",1877,Serbia,EU
La Charca,12394,Valid,Stony,399,Fell,"(20.666670, -101.283330)",1878,Mexico,NA
Haraiya,11824,Valid,Stony,1000,Fell,"(26.800000, 82.533330)",1878,India,AS
Mern,15489,Valid,Stony,4000,Fell,"(55.050000, 12.066670)",1878,Denmark,EU
Dandapur,5511,Valid,Stony,5650,Fell,"(26.916670, 83.966670)",1878,India,AS
Rakovka,22376,Valid,Stony,9000,Fell,"(52.983330, 37.033330)",1878,Russia,EU
Tomatlan,24020,Valid,Stony,900,Fell,"(20.166670, -105.216670)",1879,Mexico,NA
Gnadenfrei,10936,Valid,Stony,1750,Fell,"(50.666670, 16.766670)",1879,Poland,EU
Itapicuru-Mirim,12056,Valid,Stony,2024,Fell,"(-3.400000, -44.333330)",1879,Brazil,SA
La B姓casse,12392,Valid,Stony,2800,Fell,"(47.083330, 1.750000)",1879,France,EU
Nogoya,16989,Valid,Stony,4000,Fell,"(-32.366670, -59.833330)",1879,Argentina,SA
Kalumbi,12236,Valid,Stony,4500,Fell,"(17.833330, 73.983330)",1879,India,AS
Tenham,23897,Valid,Stony,160000,Fell,"(-25.733330, 142.950000)",1879,Australia,OC
Estherville,10059,Valid,Stony-Iron,320000,Fell,"(43.416670, -94.833330)",1879,United States,NA
Aachen,1,Valid,Stony,21,Fell,"(50.775000, 6.083330)",1880,Germany,EU
Chetrinahatti,5344,Valid,Stony,72,Fell,"(14.500000, 76.500000)",1880,India,AS
Takenouchi,23789,Valid,Stony,720,Fell,"(35.383330, 134.900000)",1880,Japan,AS
Ratyn,22398,Valid,Stony,910,Fell,"(52.200000, 17.983330)",1880,Poland,EU
Wittekrantz,24323,Valid,Stony,2200,Fell,"(-32.500000, 23.000000)",1880,South Africa,AF
Andhara,2294,Valid,Stony,2700,Fell,"(26.583330, 85.566670)",1880,India,AS
Veramin,24162,Valid,Stony-Iron,54000,Fell,"(35.333330, 51.633330)",1880,Iran,AS
Piquetberg,18832,Valid,Stony,37,Fell,"(-32.866670, 18.716670)",1881,South Africa,AF
