name,id,nametype,recclass,mass,fall,GeoLocation,year,Country,Continent
Umm Ruaba,24118,Valid,Stony,1700,Fell,"(13.466670, 31.216670)",1966,Sudan,AF
Pavel,18173,Valid,Stony,2968,Fell,"(43.466670, 25.516670)",1966,Bulgaria,EU
Seoni,23500,Valid,Stony,20000,Fell,"(21.683890, 79.500830)",1966,India,AS
Saint-S姓verin,23102,Valid,Stony,271000,Fell,"(45.300000, 0.233330)",1966,France,EU
Vilna,24183,Valid,Stony,0.1,Fell,"(54.225000, -111.691670)",1967,Canada,NA
Kingai,12316,Valid,Stony,67.4,Fell,"(11.633330, 24.683330)",1967,Sudan,AF
Parambu,18102,Valid,Stony,2000,Fell,"(-6.233330, -40.700000)",1967,Brazil,SA
Tathlith,23885,Valid,Stony,2500,Fell,"(19.383330, 43.733330)",1967,Saudi Arabia,AS
Tugalin-Bulen,24062,Valid,Stony,10000,Fell,"(45.466670, 105.383330)",1967,Mongolia,AS
Wiluna,24281,Valid,Stony,150000,Fell,"(-26.592780, 120.328330)",1967,Australia,OC
Piancaldoli,18813,Valid,Stony,13.1,Fell,"(44.244170, 11.502220)",1968,Italy,EU
Awere,4910,Valid,Stony,134,Fell,"(2.716670, 32.833330)",1968,Uganda,AF
Schenectady,23458,Valid,Stony,283.3,Fell,"(42.860830, -73.950280)",1968,United States,NA
San Pedro Jacuaro,34063,Valid,Stony,460,Fell,"(19.766670, -100.650000)",1968,Mexico,NA
Juromenha,12213,Valid,Iron,25250,Fell,"(38.740280, -7.270000)",1968,Portugal,EU
Andreevka,2296,Valid,Stony,600,Fell,"(48.700000, 37.500000)",1969,Ukraine,EU
Patora,18112,Valid,Stony,4375,Fell,"(20.936940, 82.050000)",1969,India,AS
Bovedy,5121,Valid,Stony,5460,Fell,"(54.566670, -6.333330)",1969,United Kingdom,EU
Murchison,16875,Valid,Stony,100000,Fell,"(-36.616670, 145.200000)",1969,Australia,OC
Allende,2278,Valid,Stony,2000000,Fell,"(26.966670, -105.316670)",1969,Mexico,NA
Kiffa,12303,Valid,Stony,1500,Fell,"(16.583330, -11.333330)",1970,Mauritania,AF
Malakal,15394,Valid,Stony,2000,Fell,"(9.500000, 31.750000)",1970,South Sudan,AF
Nejo,16941,Valid,Stony,2450,Fell,"(9.500000, 35.333330)",1970,Ethiopia,AF
Tillaberi,23999,Valid,Stony,3000,Fell,"(14.250000, 1.533330)",1970,Niger,AF
Dwaleni,7755,Valid,Stony,3230,Fell,"(-27.200000, 31.316670)",1970,Swaziland,AF
Ucera,24097,Valid,Stony,4590,Fell,"(11.050000, -69.850000)",1970,Venezuela,SA
Dongtai,7708,Valid,Stony,5500,Fell,"(32.916670, 120.783330)",1970,China,AS
Lost City,14711,Valid,Stony,17000,Fell,"(36.008330, -95.150000)",1970,United States,NA
Noventa Vicentina,17930,Valid,Stony,177,Fell,"(45.291670, 11.527220)",1971,Italy,EU
Wethersfield (1971),24250,Valid,Stony,350,Fell,"(41.700000, -72.650000)",1971,United States,NA
Haver神,11859,Valid,Stony,1544,Fell,"(60.245560, 22.061940)",1971,Finland,EU
Anlong,2305,Valid,Stony,2500,Fell,"(25.150000, 105.183330)",1971,China,AS
Shuangyang,23582,Valid,Stony,3900,Fell,"(43.500000, 125.666670)",1971,China,AS
Kabo,12220,Valid,Stony,13400,Fell,"(11.850000, 8.216670)",1971,Nigeria,AF
Guibga,11442,Valid,Stony,288,Fell,"(13.500000, -0.683330)",1972,Burkina Faso,AF
Ipiranga,12043,Valid,Stony,7000,Fell,"(-25.500000, -54.500000)",1972,Brazil,SA
Valera,24149,Valid,Stony,50000,Fell,"(9.316670, -70.628330)",1972,Venezuela,SA
San Juan Capistrano,23128,Valid,Stony,56,Fell,"(33.484720, -117.662500)",1973,United States,NA
Canon City,5253,Valid,Stony,1400,Fell,"(38.470280, -105.241390)",1973,United States,NA
Lichtenberg,14646,Valid,Stony,4000,Fell,"(-26.150000, 26.183330)",1973,South Africa,AF
Stratford,23728,Valid,Stony,50,Fell,"(41.200000, -73.133330)",1974,United States,NA
Jolomba,12199,Valid,Stony,483,Fell,"(-11.850000, 15.833330)",1974,Angola,AF
Aioun el Atrouss,423,Valid,Stony,1000,Fell,"(16.398060, -9.570280)",1974,Mauritania,AF
Naragh,16909,Valid,Stony,2700,Fell,"(33.750000, 51.500000)",1974,Iran,AS
Gorlovka,10949,Valid,Stony,3618,Fell,"(48.283330, 38.083330)",1974,Ukraine,EU
Mayo Belwa,15451,Valid,Stony,4850,Fell,"(8.966670, 12.083330)",1974,Nigeria,AF
Enshi,10038,Valid,Stony,8000,Fell,"(30.300000, 109.500000)",1974,China,AS
Ijopega,12004,Valid,Stony,7330,Fell,"(-6.033330, 145.366670)",1975,Papua New Guinea,OC
Tambakwatu,23795,Valid,Stony,10500,Fell,"(-7.750000, 112.766670)",1975,Indonesia,AS
Ningbo,16980,Valid,Iron,14250,Fell,"(29.866670, 121.483330)",1975,China,AS
Tuxtuac,24086,Valid,Stony,30000,Fell,"(21.666670, -103.366670)",1975,Mexico,NA
Grefsheim,11196,Valid,Stony,45.5,Fell,"(60.666670, 11.000000)",1976,Norway,EU
Ruhobobo,22780,Valid,Stony,465.5,Fell,"(-1.450000, 29.833330)",1976,Rwanda,AF
Sheyang,23531,Valid,Stony,605,Fell,"(33.650000, 120.066670)",1976,China,AS
Dowa,7725,Valid,Stony,642,Fell,"(-13.666670, 33.916670)",1976,Malawi,AF
Junan,12210,Valid,Stony,950,Fell,"(35.200000, 118.800000)",1976,China,AS
Acapulco,10,Valid,Stony,1914,Fell,"(16.883330, -99.900000)",1976,Mexico,NA
Qingzhen,18908,Valid,Stony,2600,Fell,"(26.533330, 106.466670)",1976,China,AS
Zhuanghe,30408,Valid,Stony,2900,Fell,"(39.666670, 122.983330)",1976,China,AS
Dhajala,6698,Valid,Stony,45000,Fell,"(22.377780, 71.427220)",1976,India,AS
Jilin,12171,Valid,Stony,4000000,Fell,"(44.050000, 126.166670)",1976,China,AS
Kutais,12383,Valid,Stony,23,Fell,"(44.516670, 39.300000)",1977,Russia,EU
Iguaracu,12003,Valid,Stony,1200,Fell,"(-23.200000, -51.833330)",1977,Brazil,SA
Louisville,14716,Valid,Stony,1300,Fell,"(38.250000, -85.750000)",1977,United States,NA
Changde,5322,Valid,Stony,1810,Fell,"(29.083330, 111.750000)",1977,China,AS
Fuyang,10840,Valid,Stony,2500,Fell,"(32.900000, 115.900000)",1977,China,AS
Innisfree,12039,Valid,Stony,4576,Fell,"(53.415000, -111.337500)",1977,Canada,NA
Alta'ameem,2284,Valid,Stony,6000,Fell,"(35.273330, 44.215560)",1977,Iraq,AS
Bo Xian,5090,Valid,Stony,7500,Fell,"(33.833330, 115.833330)",1977,China,AS
El Paso de Aguila,45977,Valid,Stony,17226,Fell,"(25.370000, -97.370000)",1977,Mexico,NA
Xingyang,24346,Valid,Stony,75500,Fell,"(32.333330, 114.316670)",1977,China,AS
Lishui,14659,Valid,Stony,498,Fell,"(31.633330, 118.983330)",1978,China,AS
Chitenay,5357,Valid,Stony,4000,Fell,"(47.470830, 0.976670)",1978,France,EU
Nuevo Mercurio,17938,Valid,Stony,50000,Fell,"(24.300000, -102.133330)",1978,Mexico,NA
Cilimus,5364,Valid,Stony,1600,Fell,"(-6.950000, 108.100000)",1979,Indonesia,AS
Jartai,12074,Valid,Stony,20500,Fell,"(39.700000, 105.800000)",1979,China,AS
Mianchi,16631,Valid,Stony,1100,Fell,"(34.800000, 111.700000)",1980,China,AS
Guangrao,11437,Valid,Stony,1900,Fell,"(37.100000, 118.400000)",1980,China,AS
Richland Springs,22602,Valid,Stony,1900,Fell,"(31.250000, -99.033330)",1980,United States,NA
Kaidun,12228,Valid,Stony,2000,Fell,"(15.000000, 48.300000)",1980,Yemen,AS
Lunan,14754,Valid,Stony,2520,Fell,"(24.800000, 103.300000)",1980,China,AS
Xi Ujimgin,24345,Valid,Stony,5900,Fell,"(44.666670, 117.500000)",1980,China,AS
Salem,23107,Valid,Stony,61.4,Fell,"(44.979170, -122.969440)",1981,United States,NA
Chiang Khan,5345,Valid,Stony,367,Fell,"(17.900000, 101.633330)",1981,Laos,AS
Dahmani,5504,Valid,Stony,18000,Fell,"(35.616670, 8.833330)",1981,Tunisia,AF
Gursum,11465,Valid,Stony,34650,Fell,"(9.366670, 42.416670)",1981,Ethiopia,AF
Akyumak,433,Valid,Iron,50000,Fell,"(39.916670, 42.816670)",1981,Turkey,AS
Machinga,15371,Valid,Stony,93200,Fell,"(-15.212220, 35.242220)",1981,Malawi,AF
Omolon,18019,Valid,Stony-Iron,250000,Fell,"(64.020000, 161.808330)",1981,Russia,EU
Qidong,18907,Valid,Stony,1275,Fell,"(32.083330, 121.500000)",1982,China,AS
Gujargaon,11448,Valid,Stony,2449,Fell,"(22.983330, 76.050000)",1982,India,AS
Wethersfield (1982),24251,Valid,Stony,2756,Fell,"(41.710560, -72.673610)",1982,United States,NA
Maryville,15436,Valid,Stony,1443,Fell,"(35.800000, -84.100000)",1983,United States,NA
Ningqiang,16981,Valid,Stony,4610,Fell,"(32.925000, 105.906670)",1983,China,AS
Rahimyar Khan,31302,Valid,Stony,67225,Fell,"(28.225000, 70.200000)",1983,Pakistan,AS
Kidairat,12300,Valid,Stony,100000,Fell,"(14.000000, 28.000000)",1983,Sudan,AF
Tomiya,24024,Valid,Stony,27.5,Fell,"(38.366670, 140.865560)",1984,Japan,AS
Aomori,2313,Valid,Stony,320,Fell,"(40.810560, 140.785560)",1984,Japan,AS
Binningup,5051,Valid,Stony,488.1,Fell,"(-33.156390, 115.676390)",1984,Australia,OC
Nantong,16907,Valid,Stony,529,Fell,"(32.116670, 121.800000)",1984,China,AS
Claxton,5374,Valid,Stony,1455,Fell,"(32.102500, -81.872780)",1984,United States,NA
Gashua,44882,Valid,Stony,4162,Fell,"(12.850000, 11.033330)",1984,Nigeria,AF
Zaoyang,30391,Valid,Stony,14250,Fell,"(32.300000, 112.750000)",1984,China,AS
Jumapalo,12209,Valid,Stony,32490,Fell,"(-7.716670, 111.200000)",1984,Indonesia,AS
Zhaodong,30404,Valid,Stony,42000,Fell,"(45.816670, 125.916670)",1984,China,AS
Gujba,11449,Valid,Stony,100000,Fell,"(11.491670, 11.658330)",1984,Nigeria,AF
Salzwedel,23114,Valid,Stony,43,Fell,"(52.750000, 11.050000)",1985,Germany,EU
La Criolla,12396,Valid,Stony,45000,Fell,"(-31.233330, -58.166670)",1985,Argentina,SA
Undulung,24121,Valid,Stony,113.4,Fell,"(66.138890, 124.766670)",1986,Russia,EU
Sayama,23192,Valid,Stony,430,Fell,"(35.866670, 139.400000)",1986,Japan,AS
Oued el Hadjar,18050,Valid,Stony,1215.5,Fell,"(30.180000, -6.577170)",1986,Morocco,AF
Lanxi,12464,Valid,Stony,1282,Fell,"(46.241670, 126.196110)",1986,China,AS
Tianzhang,23984,Valid,Stony,2232,Fell,"(32.946670, 118.990000)",1986,China,AS
Raghunathpura,22371,Valid,Iron,10200,Fell,"(27.725280, 76.465000)",1986,India,AS
Kokubunji,12342,Valid,Stony,11510,Fell,"(34.300000, 133.950000)",1986,Japan,AS
Wuan,24340,Valid,Stony,50000,Fell,"(36.750000, 114.250000)",1986,China,AS
Suizhou,23738,Valid,Stony,260000,Fell,"(31.616670, 113.466670)",1986,China,AS
Laochenzhen,12466,Valid,Stony,14250,Fell,"(33.133330, 115.166670)",1987,China,AS
Torino,24029,Valid,Stony,977,Fell,"(45.066670, 7.666670)",1988,Italy,EU
Ceniceros,5306,Valid,Stony,1025,Fell,"(26.466670, -105.233330)",1988,Mexico,NA
Trebbin,24042,Valid,Stony,1250,Fell,"(52.216670, 13.166670)",1988,Germany,EU
Palca de Aparzo,18074,Valid,Stony,1430,Fell,"(-23.116670, -65.100000)",1988,Argentina,SA
Chela,5338,Valid,Stony,2936,Fell,"(-3.666670, 32.500000)",1988,Tanzania,AF
Chisenga,5355,Valid,Iron,3920,Fell,"(-10.059440, 33.395000)",1988,Malawi,AF
Sixiangkou,23619,Valid,Stony,630,Fell,"(32.433330, 119.866670)",1989,China,AS
Uchkuduk,24098,Valid,Stony,1000,Fell,"(41.766670, 62.516670)",1989,Uzbekistan,AS
Bawku,4976,Valid,Stony,1557,Fell,"(11.083330, -0.183330)",1989,Ghana,AF
Sfax,23512,Valid,Stony,7000,Fell,"(34.750000, 10.716670)",1989,Tunisia,AF
El Idrissia,7807,Valid,Stony,10000,Fell,"(34.416670, 3.250000)",1989,Algeria,AF
Sivas,23617,Valid,Stony,40000,Fell,"(39.824670, 36.135830)",1989,Turkey,AS
Magombedze,15387,Valid,Stony,666.6,Fell,"(-19.483330, 31.650000)",1990,Zimbabwe,AF
Burnwell,5175,Valid,Stony,1504,Fell,"(37.621940, -82.237220)",1990,United States,NA
Yanzhuang,30350,Valid,Stony,3500,Fell,"(24.566670, 114.166670)",1990,China,AS
Quija,22361,Valid,Stony,17450,Fell,"(44.616670, 126.133330)",1990,China,AS
Sterlitamak,23724,Valid,Iron,325000,Fell,"(53.666670, 55.983330)",1990,Russia,EU
Noblesville,16985,Valid,Stony,483.7,Fell,"(40.085280, -86.055000)",1991,United States,NA
Glatton,10930,Valid,Stony,767,Fell,"(52.459720, -0.300000)",1991,United Kingdom,EU
Tahara,23784,Valid,Stony,1000,Fell,"(34.720000, 137.305000)",1991,Japan,AS
Campos Sales,5249,Valid,Stony,23680,Fell,"(-7.033330, -40.166670)",1991,Brazil,SA
Mount Tazerzait,16804,Valid,Stony,110000,Fell,"(18.700000, 4.800000)",1991,Niger,AF
Mihonoseki,16635,Valid,Stony,6380,Fell,"(35.568330, 133.220000)",1992,Japan,AS
Peekskill,18782,Valid,Stony,12570,Fell,"(41.283330, -73.916670)",1992,United States,NA
Mbale,15455,Valid,Stony,150000,Fell,"(1.066670, 34.166670)",1992,Uganda,AF
Senboku,23496,Valid,Stony,866,Fell,"(39.438330, 140.511670)",1993,Japan,AS
El Tigre,7819,Valid,Stony,5000,Fell,"(19.967220, -103.051670)",1993,Mexico,NA
Ban Rong Du,4934,Valid,Iron,16700,Fell,"(16.666670, 101.183330)",1993,Thailand,AS
Songyuan,23668,Valid,Stony,36900,Fell,"(45.250000, 125.000000)",1993,China,AS
Coleman,5401,Valid,Stony,469,Fell,"(43.761110, -84.507780)",1994,United States,NA
Devri-Khera,6696,Valid,Stony,1140,Fell,"(24.225000, 76.525000)",1994,India,AS
New Halfa,16954,Valid,Stony,12000,Fell,"(15.366670, 35.683330)",1994,Sudan,AF
Baszk神wka,4957,Valid,Stony,15500,Fell,"(52.033330, 20.935830)",1994,Poland,EU
St-Robert,23733,Valid,Stony,25400,Fell,"(45.968610, -72.978060)",1994,Canada,NA
Lohawat,14678,Valid,Stony,40000,Fell,"(26.965560, 72.626670)",1994,India,AS
P姓t撰lkol姓,18800,Valid,Stony,189,Fell,"(14.052000, 0.420000)",1995,Niger,AF
Neagari,16934,Valid,Stony,420,Fell,"(36.449170, 136.465280)",1995,Japan,AS
Silao,23594,Valid,Stony,1710,Fell,"(20.933330, -101.383330)",1995,Mexico,NA
Galkiv,10850,Valid,Stony,5000,Fell,"(51.683330, 30.783330)",1995,Ukraine,EU
Dong Ujimqin Qi,7706,Valid,Stony-Iron,128800,Fell,"(45.500000, 119.033330)",1995,China,AS
Turtle Lake,47343,Valid,Stony,89.3,Fell,"(45.345830, -92.051670)",1996,United States,NA
Tsukuba,24059,Valid,Stony,800,Fell,"(36.063330, 140.145000)",1996,Japan,AS
Guangmingshan,11435,Valid,Stony,2910,Fell,"(39.804170, 122.763890)",1996,China,AS
Fermo,10091,Valid,Stony,10200,Fell,"(43.181110, 13.753330)",1996,Italy,EU
Piplia Kalan,18831,Valid,Stony,42000,Fell,"(26.034720, 73.941670)",1996,India,AS
Vissannapeta,24188,Valid,Stony,1303.8,Fell,"(16.833330, 80.750000)",1997,India,AS
Worden,24337,Valid,Stony,1551,Fell,"(42.384670, -83.611500)",1997,United States,NA
Juancheng,12203,Valid,Stony,100000,Fell,"(35.500000, 115.416670)",1997,China,AS
Kitchener,12326,Valid,Stony,202.6,Fell,"(43.383330, -80.383330)",1998,Canada,NA
Elbert,7822,Valid,Stony,680.5,Fell,"(39.246670, -104.588170)",1998,United States,NA
Monahans (1998),16719,Valid,Stony,2587,Fell,"(31.608330, -102.858330)",1998,United States,NA
Chadong,5313,Valid,Stony,3700,Fell,"(28.533330, 109.316670)",1998,China,AS
Dashoguz,6604,Valid,Stony,7000,Fell,"(41.984440, 59.685000)",1998,Turkmenistan,AS
Ourique,18052,Valid,Stony,20000,Fell,"(37.608330, -8.280000)",1998,Portugal,EU
Portales Valley,18874,Valid,Stony,71400,Fell,"(34.175000, -103.295000)",1998,United States,NA
Kunya-Urgench,12379,Valid,Stony,1100000,Fell,"(42.250000, 59.200000)",1998,Turkmenistan,AS
Dunbogan,7743,Valid,Stony,30,Fell,"(-31.666670, 152.833330)",1999,Australia,OC
Kobe,12336,Valid,Stony,136,Fell,"(34.733330, 135.166670)",1999,Japan,AS
Leighlinbridge,12759,Valid,Stony,271.4,Fell,"(52.666670, -6.966670)",1999,Ireland,EU
Sabrum,22793,Valid,Stony,478,Fell,"(23.083330, 91.666670)",1999,India,AS
Katagum,35465,Valid,Stony,1500,Fell,"(11.333330, 10.083330)",1999,Nigeria,AF
Djoumine,7657,Valid,Stony,10000,Fell,"(36.950000, 9.550000)",1999,Tunisia,AF
Bilanga,5045,Valid,Stony,25000,Fell,"(12.450000, -0.083330)",1999,Burkina Faso,AF
Yafa,24351,Valid,Stony,5700,Fell,"(13.711110, 45.170000)",2000,Yemen,AS
Tagish Lake,23782,Valid,Stony,10000,Fell,"(59.704440, -134.201390)",2000,Canada,NA
Al Zarnkh,447,Valid,Stony,700,Fell,"(13.660330, 28.960000)",2001,Sudan,AF
Bukhara,30448,Valid,Stony,5300,Fell,"(39.779780, 64.600350)",2001,Uzbekistan,AS
Devgaon,6694,Valid,Stony,12000,Fell,"(19.000000, 81.000000)",2001,India,AS
Dergaon,6664,Valid,Stony,12500,Fell,"(26.683330, 93.866670)",2001,India,AS
Beni M'hira,5018,Valid,Stony,19000,Fell,"(32.866670, 10.800000)",2001,Tunisia,AF
San Michele,31315,Valid,Stony,237,Fell,"(43.666670, 13.000000)",2002,Italy,EU
Alby sur Ch姓ran,458,Valid,Stony,252,Fell,"(45.821330, 6.015330)",2002,France,EU
Bhawad,36591,Valid,Stony,678,Fell,"(26.508330, 73.115280)",2002,India,AS
Maromandia,15430,Valid,Stony,6000,Fell,"(-14.200000, 48.100000)",2002,Madagascar,AF
Neuschwanstein,16950,Valid,Stony,6189,Fell,"(47.525000, 10.808330)",2002,Germany,EU
Kilabo,12307,Valid,Stony,19000,Fell,"(12.766670, 9.800000)",2002,Nigeria,AF
Bensour,5024,Valid,Stony,45000,Fell,"(30.000000, -7.000000)",2002,Morocco,AF
Thuathe,23976,Valid,Stony,45300,Fell,"(-29.333330, 27.583330)",2002,Lesotho,AF
Hoima,44714,Valid,Stony,167.7,Fell,"(1.345000, 31.472780)",2003,Uganda,AF
Boumdeid (2003),57168,Valid,Stony,190,Fell,"(17.710670, -11.371500)",2003,Mauritania,AF
Hiroshima,11889,Valid,Stony,414,Fell,"(34.450000, 132.383330)",2003,Japan,AS
Ouadangou,56729,Valid,Stony,4440,Fell,"(12.900000, 0.080000)",2003,Burkina Faso,AF
Kendrapara,12276,Valid,Stony,6669.2,Fell,"(20.462500, 86.702780)",2003,India,AS
Kasauli,30740,Valid,Stony,16820,Fell,"(29.583330, 77.583330)",2003,India,AS
Park Forest,18106,Valid,Stony,18000,Fell,"(41.484720, -87.679170)",2003,United States,NA
New Orleans,16960,Valid,Stony,19256,Fell,"(29.947180, -90.109760)",2003,United States,NA
Orlando,34489,Valid,Stony,180,Fell,"(28.547500, -81.362220)",2004,United States,NA
Berthoud,47355,Valid,Stony,960,Fell,"(40.305830, -105.023250)",2004,United States,NA
Kaprada,47357,Valid,Stony,1600,Fell,"(20.339160, 73.223290)",2004,India,AS
Villalbeto de la Pe棲a,24179,Valid,Stony,3500,Fell,"(42.800000, -4.666670)",2004,Spain,EU
Maigatari-Danduma,30751,Valid,Stony,4629,Fell,"(12.833330, 9.383330)",2004,Niger,AF
Benguerir,30443,Valid,Stony,25000,Fell,"(32.250000, -8.150000)",2004,Morocco,AF
Jodiya,47362,Valid,Stony,100,Fell,"(22.680000, 70.313330)",2006,India,AS
Moss,36592,Valid,Stony,3763,Fell,"(59.433330, 10.700000)",2006,Norway,EU
Werdama,47344,Valid,Stony,4000,Fell,"(32.797320, 21.787130)",2006,Libya,AF
Kavarpura,47351,Valid,Iron,6800,Fell,"(25.143330, 75.813330)",2006,India,AS
Bassikounou,44876,Valid,Stony,29560,Fell,"(15.783330, -5.900000)",2006,Mauritania,AF
Red Canyon Lake,53502,Valid,Stony,18.41,Fell,"(38.137420, -119.758120)",2007,United States,NA
Bunburra Rockhole,48653,Valid,Stony,324,Fell,"(-31.350000, 129.190000)",2007,Australia,OC
Carancas,45817,Valid,Stony,342,Fell,"(-16.664440, -69.043890)",2007,Peru,SA
Cali,45976,Valid,Stony,478,Fell,"(3.405000, -76.510000)",2007,Colombia,SA
Puerto L錐pice,45984,Valid,Stony,500,Fell,"(39.350000, -3.516670)",2007,Spain,EU
Didim,47350,Valid,Stony,3396,Fell,"(37.351720, 27.329970)",2007,Turkey,AS
Mahadevpur,47361,Valid,Stony,70500,Fell,"(27.666670, 95.783330)",2007,India,AS
Chergach ,47347,Valid,Stony,100000,Fell,"(23.696390, -5.014720)",2007,Mali,AF
Berduc,48975,Valid,Stony,270,Fell,"(-31.910000, -58.328330)",2008,Argentina,SA
Almahata Sitta,48915,Valid,Stony,3950,Fell,"(20.745750, 32.412750)",2008,Sudan,AF
Santa Lucia (2008),50909,Valid,Stony,4000,Fell,"(-31.535556, -68.489444)",2008,Argentina,SA
Kemer,53654,Valid,Stony,5760,Fell,"(36.541940, 29.418220)",2008,Turkey,AS
Daule,51559,Valid,Stony,6580,Fell,"(-1.870890, -79.957560)",2008,Ecuador,SA
Ple＼coi,51706,Valid,Stony,6913,Fell,"(45.275000, 26.709720)",2008,Romania,EU
Buzzard Coulee,48654,Valid,Stony,41000,Fell,"(52.996000, -109.848170)",2008,Canada,NA
Tamdakht,48691,Valid,Stony,100000,Fell,"(31.163330, -7.015000)",2008,Morocco,AF
Sulagiri,48951,Valid,Stony,110000,Fell,"(12.666670, 78.033330)",2008,India,AS
Maribo,48973,Valid,Stony,25.81,Fell,"(54.761830, 11.467450)",2009,Denmark,EU
Grimsby,50911,Valid,Stony,215,Fell,"(43.200000, -79.616670)",2009,Canada,NA
Whetstone Mountains,49514,Valid,Stony,2138.74,Fell,"(31.961850, -110.434183)",2009,United States,NA
Jesenice,51589,Valid,Stony,3667,Fell,"(46.421370, 14.052170)",2009,Slovenia,EU
Ash Creek,48954,Valid,Stony,9500,Fell,"(31.805000, -97.010000)",2009,United States,NA
Lorton,52843,Valid,Stony,329.7,Fell,"(38.700660, -77.211630)",2010,United States,NA
Huaxi,54719,Valid,Stony,1600,Fell,"(26.464690, 106.632410)",2010,China,AS
Varre-Sai,53633,Valid,Stony,2500,Fell,"(-20.850010, -41.733560)",2010,Brazil,SA
Mifflin,52090,Valid,Stony,3584,Fell,"(42.907500, -90.365560)",2010,United States,NA
Ko″ice,53810,Valid,Stony,4300,Fell,"(48.763670, 21.176330)",2010,Slovakia,EU
So＼tmany,53829,Valid,Stony,1066,Fell,"(54.008830, 22.005000)",2011,Poland,EU
Boumdeid (2011),57167,Valid,Stony,3599,Fell,"(17.174930, -11.341330)",2011,Mauritania,AF
Tissint,54823,Valid,Stony,7000,Fell,"(29.481950, -7.611230)",2011,Morocco,AF
Thika,54493,Valid,Stony,14200,Fell,"(-1.002780, 37.150280)",2011,Kenya,AF
Sutter's Mill,55529,Valid,Stony,992.5,Fell,"(38.803890, -120.908060)",2012,United States,NA
Battle Mountain,56133,Valid,Stony,2900,Fell,"(40.668130, -117.189130)",2012,United States,NA
Chelyabinsk,57165,Valid,Stony,100000,Fell,"(54.816670, 61.116670)",2013,Russia,EU